iter	Accuracy	Logloss
801	0.9722522133	0.1019616303
802	0.9722522133	0.1019427626
803	0.9722522133	0.1019325282
804	0.9723061974	0.1019193689
805	0.9723061974	0.1018898575
806	0.9723061974	0.1018419745
807	0.9723061974	0.101829619
808	0.9723061974	0.1018240654
809	0.9723061974	0.1018179755
810	0.9723061974	0.1017935965
811	0.9722522133	0.1017631117
812	0.9722522133	0.1017488855
813	0.9722522133	0.1017198567
814	0.9722522133	0.1016962102
815	0.9722522133	0.1016633763
816	0.9722522133	0.1016465554
817	0.9722522133	0.1016274936
818	0.9722522133	0.1016144816
819	0.9722522133	0.1016085967
820	0.9722522133	0.1015511623
821	0.9723061974	0.101521044
822	0.9723061974	0.1015080166
823	0.9723061974	0.1014828283
824	0.9723061974	0.1014390772
825	0.9723061974	0.1014002373
826	0.9723601814	0.101379624
827	0.9723601814	0.1013614171
828	0.9723601814	0.1013310791
829	0.9723601814	0.1012971777
830	0.9723601814	0.1012559983
831	0.9723601814	0.1012414106
832	0.9723061974	0.1012292589
833	0.9723601814	0.1012051562
834	0.9723601814	0.101190425
835	0.9723061974	0.1011305831
836	0.9723601814	0.1010807395
837	0.9723601814	0.1010477845
838	0.9723601814	0.1010131154
839	0.9723601814	0.1009954041
840	0.9723601814	0.1009817499
841	0.9724141654	0.1009562584
842	0.9724141654	0.100911508
843	0.9723601814	0.1008756454
844	0.9723601814	0.1008666658
845	0.9724141654	0.1008474438
846	0.9724141654	0.1008430536
847	0.9724141654	0.1008076533
848	0.9724141654	0.100799832
849	0.9724681494	0.1007679175
850	0.9724681494	0.1007280934
851	0.9724681494	0.1007155687
852	0.9724681494	0.1007093158
853	0.9724681494	0.1006964709
854	0.9724681494	0.1006756256
855	0.9724681494	0.1006385691
856	0.9724681494	0.1006173961
857	0.9724681494	0.100584258
858	0.9724681494	0.1005548996
859	0.9724681494	0.1005183346
860	0.9724681494	0.1004752329
861	0.9724681494	0.1004697731
862	0.9724681494	0.1004389451
863	0.9724681494	0.1004345427
864	0.9724681494	0.1004318076
